 ******* Program HYDRUS
 ******* 
 Replicate Fairfield dual perm model using runhydrus, add artificial KBr 
 Date:  31. 3.2026    Time:  18: 9:31
 Units: L = cm   , T = days , M = mmol 


 Time:     0.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]
  30   -50.75    -269.09 0.2317     -173.30 0.002498   0.236E-01   0.734E-04 0.00000     0.150E-04   0.403E-02      20.000     0.269E+03   0.442E+03   0.000E+00   0.000E+00
  31   -52.50    -258.16 0.2342     -169.04 0.002535   0.234E-01   0.714E-04 0.00000     0.151E-04   0.406E-02      20.000     0.270E+03   0.425E+03   0.000E+00   0.000E+00
  32   -54.25    -248.11 0.2366     -165.02 0.002569   0.232E-01   0.694E-04 0.00000     0.151E-04   0.413E-02      20.000     0.274E+03   0.408E+03   0.000E+00   0.000E+00
  33   -56.00    -238.92 0.2389     -161.22 0.002602   0.229E-01   0.672E-04 0.00000     0.152E-04   0.425E-02      20.000     0.279E+03   0.393E+03   0.000E+00   0.000E+00
  34   -57.75    -230.70 0.2415     -157.59 0.002634   0.224E-01   0.652E-04 0.00000     0.155E-04   0.440E-02      20.000     0.284E+03   0.379E+03   0.000E+00   0.000E+00
  35   -59.50    -223.35 0.2437     -154.12 0.002664   0.219E-01   0.637E-04 0.00000     0.158E-04   0.453E-02      20.000     0.286E+03   0.366E+03   0.000E+00   0.000E+00
  36   -61.25    -216.64 0.2458     -150.77 0.002697   0.214E-01   0.573E-04 0.00000     0.161E-04   0.465E-02      20.000     0.288E+03   0.355E+03   0.000E+00   0.000E+00
  37   -63.00    -210.45 0.2477     -147.84 0.002734   0.208E-01   0.470E-04 0.00000     0.163E-04   0.472E-02      20.000     0.290E+03   0.344E+03   0.000E+00   0.000E+00
  38   -64.75    -204.69 0.2495     -145.20 0.002767   0.202E-01   0.387E-04 0.00000     0.163E-04   0.476E-02      20.000     0.292E+03   0.335E+03   0.000E+00   0.000E+00
  39   -66.50    -199.28 0.2512     -142.77 0.002797   0.195E-01   0.318E-04 0.00000     0.163E-04   0.474E-02      20.000     0.291E+03   0.326E+03   0.000E+00   0.000E+00
  40   -68.25    -194.19 0.2527     -140.50 0.002825   0.188E-01   0.256E-04 0.00000     0.162E-04   0.467E-02      20.000     0.288E+03   0.319E+03   0.000E+00   0.000E+00
  41   -70.00    -189.42 0.2544     -138.36 0.002852   0.180E-01   0.200E-04 0.00000     0.162E-04   0.460E-02      20.000     0.283E+03   0.312E+03   0.000E+00   0.000E+00
  42   -71.75    -185.03 0.2562     -136.33 0.002877   0.171E-01   0.148E-04 0.00000     0.164E-04   0.453E-02      20.000     0.277E+03   0.306E+03   0.000E+00   0.000E+00
  43   -73.50    -180.98 0.2579     -134.39 0.002901   0.162E-01   0.101E-04 0.00000     0.165E-04   0.444E-02      20.000     0.269E+03   0.300E+03   0.000E+00   0.000E+00
  44   -75.25    -177.20 0.2594     -132.53 0.002924   0.153E-01   0.560E-05 0.00000     0.166E-04   0.436E-02      20.000     0.264E+03   0.295E+03   0.000E+00   0.000E+00
  45   -77.00    -173.66 0.2609     -130.73 0.002947   0.144E-01   0.133E-05 0.00000     0.166E-04   0.429E-02      20.000     0.258E+03   0.290E+03   0.000E+00   0.000E+00
  46   -78.75    -170.32 0.2622     -128.99 0.002968   0.135E-01  -0.281E-05 0.00000     0.167E-04   0.421E-02      20.000     0.252E+03   0.286E+03   0.000E+00   0.000E+00
  47   -80.50    -167.16 0.2635     -127.30 0.002989   0.126E-01  -0.687E-05 0.00000     0.167E-04   0.412E-02      20.000     0.246E+03   0.282E+03   0.000E+00   0.000E+00
  48   -82.25    -164.15 0.2648     -125.66 0.003009   0.117E-01  -0.109E-04 0.00000     0.168E-04   0.411E-02      20.000     0.245E+03   0.278E+03   0.000E+00   0.000E+00
  49   -84.00    -161.28 0.2659     -124.07 0.003029   0.108E-01  -0.151E-04 0.00000     0.168E-04   0.416E-02      20.000     0.248E+03   0.274E+03   0.000E+00   0.000E+00
  50   -85.75    -158.54 0.2670     -122.53 0.003048   0.991E-02  -0.196E-04 0.00000     0.168E-04   0.429E-02      20.000     0.255E+03   0.270E+03   0.000E+00   0.000E+00
  51   -87.50    -155.91 0.2681     -121.04 0.003067   0.903E-02  -0.243E-04 0.00000     0.168E-04   0.436E-02      20.000     0.259E+03   0.267E+03   0.000E+00   0.000E+00
  52   -89.25    -153.39 0.2691     -119.59 0.003090   0.816E-02  -0.347E-04 0.00000     0.168E-04   0.441E-02      20.000     0.262E+03   0.263E+03   0.000E+00   0.000E+00
  53   -91.00    -150.97 0.2703     -118.29 0.003113   0.718E-02  -0.493E-04 0.00000     0.168E-04   0.436E-02      20.000     0.259E+03   0.259E+03   0.000E+00   0.000E+00
  54   -92.75    -148.68 0.2715     -117.10 0.003134   0.609E-02  -0.611E-04 0.00000     0.169E-04   0.443E-02      20.000     0.262E+03   0.256E+03   0.000E+00   0.000E+00
  55   -94.50    -146.50 0.2726     -115.99 0.003154   0.503E-02  -0.712E-04 0.00000     0.169E-04   0.450E-02      20.000     0.266E+03   0.252E+03   0.000E+00   0.000E+00
  56   -96.25    -144.42 0.2737     -114.94 0.003172   0.399E-02  -0.802E-04 0.00000     0.169E-04   0.459E-02      20.000     0.272E+03   0.248E+03   0.000E+00   0.000E+00
  57   -98.00    -142.42 0.2748     -113.94 0.003190   0.296E-02  -0.884E-04 0.00000     0.168E-04   0.447E-02      20.000     0.266E+03   0.243E+03   0.000E+00   0.000E+00
  58   -99.75    -140.51 0.2758     -112.97 0.003207   0.196E-02  -0.961E-04 0.00000     0.167E-04   0.436E-02      20.000     0.260E+03   0.239E+03   0.000E+00   0.000E+00
  59  -101.50    -138.66 0.2768     -112.05 0.003224   0.969E-03  -0.103E-03 0.00000     0.166E-04   0.426E-02      20.000     0.256E+03   0.235E+03   0.000E+00   0.000E+00
  60  -103.25    -136.88 0.2777     -111.15 0.003240  -0.108E-05  -0.111E-03 0.00000     0.165E-04   0.442E-02      20.000     0.268E+03   0.231E+03   0.000E+00   0.000E+00
  61  -105.00    -135.16 0.2786     -110.29 0.003255  -0.954E-03  -0.118E-03 0.00000     0.164E-04   0.458E-02      20.000     0.280E+03   0.227E+03   0.000E+00   0.000E+00
  62  -106.75    -133.50 0.2795     -109.45 0.003270  -0.189E-02  -0.125E-03 0.00000     0.162E-04   0.473E-02      20.000     0.292E+03   0.223E+03   0.000E+00   0.000E+00
  63  -108.50    -131.88 0.2803     -108.65 0.003284  -0.281E-02  -0.132E-03 0.00000     0.160E-04   0.466E-02      20.000     0.291E+03   0.219E+03   0.000E+00   0.000E+00
  64  -110.25    -130.31 0.2812     -107.87 0.003298  -0.371E-02  -0.139E-03 0.00000     0.158E-04   0.448E-02      20.000     0.284E+03   0.214E+03   0.000E+00   0.000E+00
  65  -112.00    -128.78 0.2820     -107.12 0.003311  -0.459E-02  -0.147E-03 0.00000     0.156E-04   0.438E-02      20.000     0.281E+03   0.210E+03   0.000E+00   0.000E+00
  66  -113.75    -127.30 0.2828     -106.41 0.003324  -0.546E-02  -0.155E-03 0.00000     0.153E-04   0.433E-02      20.000     0.283E+03   0.206E+03   0.000E+00   0.000E+00
  67  -115.50    -125.85 0.2835     -105.72 0.003336  -0.631E-02  -0.163E-03 0.00000     0.151E-04   0.425E-02      20.000     0.282E+03   0.202E+03   0.000E+00   0.000E+00
  68  -117.25    -124.43 0.2843     -105.07 0.003348  -0.715E-02  -0.171E-03 0.00000     0.148E-04   0.400E-02      20.000     0.271E+03   0.198E+03   0.000E+00   0.000E+00
  69  -119.00    -123.05 0.2850     -104.45 0.003359  -0.796E-02  -0.180E-03 0.00000     0.144E-04   0.370E-02      20.000     0.256E+03   0.193E+03   0.000E+00   0.000E+00
  70  -120.75    -121.70 0.2857     -103.88 0.003369  -0.876E-02  -0.189E-03 0.00000     0.140E-04   0.357E-02      20.000     0.254E+03   0.189E+03   0.000E+00   0.000E+00
  71  -122.50    -120.38 0.2864     -103.35 0.003379  -0.964E-02  -0.199E-03 0.00000     0.136E-04   0.357E-02      20.000     0.261E+03   0.185E+03   0.000E+00   0.000E+00
  72  -124.25    -119.09 0.2873     -102.86 0.003387  -0.106E-01  -0.210E-03 0.00000     0.133E-04   0.368E-02      20.000     0.276E+03   0.181E+03   0.000E+00   0.000E+00
  73  -126.00    -117.83 0.2881     -102.43 0.003395  -0.116E-01  -0.221E-03 0.00000     0.129E-04   0.351E-02      20.000     0.272E+03   0.177E+03   0.000E+00   0.000E+00
  74  -127.75    -116.58 0.2890     -102.05 0.003402  -0.125E-01  -0.233E-03 0.00000     0.124E-04   0.337E-02      20.000     0.271E+03   0.173E+03   0.000E+00   0.000E+00
  75  -129.50    -115.36 0.2898     -101.74 0.003407  -0.134E-01  -0.246E-03 0.00000     0.119E-04   0.300E-02      20.000     0.252E+03   0.169E+03   0.000E+00   0.000E+00
  76  -131.25    -114.15 0.2906     -101.49 0.003412  -0.143E-01  -0.260E-03 0.00000     0.112E-04   0.292E-02      20.000     0.260E+03   0.165E+03   0.000E+00   0.000E+00
  77  -133.00    -112.96 0.2914     -101.33 0.003415  -0.152E-01  -0.275E-03 0.00000     0.105E-04   0.276E-02      20.000     0.262E+03   0.161E+03   0.000E+00   0.000E+00
  78  -134.75    -111.79 0.2922     -101.25 0.003416  -0.161E-01  -0.291E-03 0.00000     0.966E-05   0.283E-02      20.000     0.293E+03   0.158E+03   0.000E+00   0.000E+00
  79  -136.50    -110.63 0.2929     -101.27 0.003416  -0.169E-01  -0.310E-03 0.00000     0.869E-05   0.265E-02      20.000     0.305E+03   0.154E+03   0.000E+00   0.000E+00
  80  -138.25    -109.49 0.2937     -101.41 0.003413  -0.178E-01  -0.330E-03 0.00000     0.757E-05   0.244E-02      20.000     0.321E+03   0.151E+03   0.000E+00   0.000E+00
  81  -140.00    -108.35 0.2945     -101.69 0.003408  -0.186E-01  -0.352E-03 0.00000     0.631E-05   0.192E-02      20.000     0.305E+03   0.148E+03   0.000E+00   0.000E+00
  82  -141.75    -107.23 0.2952     -102.12 0.003400  -0.194E-01  -0.377E-03 0.00000     0.487E-05   0.157E-02      20.000     0.323E+03   0.145E+03   0.000E+00   0.000E+00
  83  -143.50    -106.12 0.2960     -102.75 0.003389  -0.202E-01  -0.405E-03 0.00000     0.322E-05   0.752E-03      20.000     0.233E+03   0.143E+03   0.000E+00   0.000E+00
  84  -145.25    -105.01 0.2967     -103.60 0.003374  -0.210E-01  -0.436E-03 0.00000     0.135E-05   0.454E-03      20.000     0.336E+03   0.141E+03   0.000E+00   0.000E+00
  85  -147.00    -103.92 0.2974     -104.74 0.003354  -0.218E-01  -0.471E-03 0.00000    -0.783E-06  -0.109E-03      20.000     0.176E+03   0.139E+03   0.000E+00   0.000E+00
  86  -148.75    -102.83 0.2982     -106.23 0.003327  -0.225E-01  -0.511E-03 0.00000    -0.323E-05  -0.444E-03      20.000     0.394E+03   0.137E+03   0.000E+00   0.000E+00
  87  -150.50    -101.75 0.2989     -108.18 0.003293  -0.232E-01  -0.557E-03 0.00000    -0.606E-05  -0.825E-03      20.000     0.124E+03   0.136E+03   0.000E+00   0.000E+00
  88  -152.25    -100.95 0.0676     -108.70 0.031771  -0.238E-01  -0.585E-03 0.00000    -0.148E-05  -0.200E-03      20.000     0.122E+03   0.135E+03   0.000E+00   0.000E+00
  89  -154.00    -100.76 0.0676     -108.52 0.031771  -0.241E-01  -0.591E-03 0.00000    -0.150E-05  -0.201E-03      20.000     0.122E+03   0.134E+03   0.000E+00   0.000E+00
  90  -155.75    -100.58 0.0677     -108.36 0.031772  -0.245E-01  -0.597E-03 0.00000    -0.151E-05  -0.201E-03      20.000     0.121E+03   0.133E+03   0.000E+00   0.000E+00
  91  -157.50    -100.41 0.0678     -108.21 0.031772  -0.248E-01  -0.603E-03 0.00000    -0.153E-05  -0.202E-03      20.000     0.121E+03   0.132E+03   0.000E+00   0.000E+00
  92  -159.25    -100.26 0.0678     -108.08 0.031772  -0.252E-01  -0.609E-03 0.00000    -0.154E-05  -0.202E-03      20.000     0.120E+03   0.131E+03   0.000E+00   0.000E+00
  93  -161.00    -100.12 0.0679     -107.95 0.031772  -0.255E-01  -0.615E-03 0.00000    -0.155E-05  -0.203E-03      20.000     0.119E+03   0.131E+03   0.000E+00   0.000E+00
  94  -162.75     -99.99 0.0679     -107.84 0.031772  -0.259E-01  -0.621E-03 0.00000    -0.157E-05  -0.203E-03      20.000     0.119E+03   0.130E+03   0.000E+00   0.000E+00
  95  -164.50     -99.88 0.0679     -107.75 0.031773  -0.262E-01  -0.627E-03 0.00000    -0.158E-05  -0.204E-03      20.000     0.118E+03   0.129E+03   0.000E+00   0.000E+00
  96  -166.25     -99.78 0.0680     -107.66 0.031773  -0.266E-01  -0.633E-03 0.00000    -0.159E-05  -0.204E-03      20.000     0.118E+03   0.129E+03   0.000E+00   0.000E+00
  97  -168.00     -99.70 0.0680     -107.60 0.031773  -0.269E-01  -0.639E-03 0.00000    -0.160E-05  -0.205E-03      20.000     0.118E+03   0.128E+03   0.000E+00   0.000E+00
  98  -169.75     -99.63 0.0680     -107.54 0.031773  -0.272E-01  -0.645E-03 0.00000    -0.160E-05  -0.205E-03      20.000     0.117E+03   0.128E+03   0.000E+00   0.000E+00
  99  -171.50     -99.59 0.0680     -107.50 0.031773  -0.276E-01  -0.651E-03 0.00000    -0.161E-05  -0.205E-03      20.000     0.117E+03   0.128E+03   0.000E+00   0.000E+00
 100  -173.25     -99.56 0.0681     -107.48 0.031773  -0.279E-01  -0.657E-03 0.00000    -0.161E-05  -0.205E-03      20.000     0.117E+03   0.127E+03   0.000E+00   0.000E+00
 101  -175.00     -99.55 0.0681     -107.47 0.031773  -0.281E-01  -0.660E-03 0.00000    -0.161E-05  -0.206E-03      20.000     0.117E+03   0.127E+03   0.000E+00   0.000E+00
end


 Time:  1335.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]

   1     0.00    -820.38 0.1982     -528.99 0.008820   0.539E-01   0.131E-01 0.00000     0.609E-04   0.000E+00      20.000     0.000E+00   0.000E+00   0.000E+00   0.000E+00
   2    -1.75    -369.93 0.2363     -511.08 0.008901   0.395E-01   0.120E-01 0.00000    -0.906E-04  -0.236E-02      20.000     0.850E+02   0.261E+02   0.000E+00   0.000E+00
   3    -3.50    -290.71 0.2498     -496.58 0.008968   0.159E-01   0.992E-02 0.00000    -0.227E-03  -0.158E-01      20.000     0.606E+02   0.695E+02   0.000E+00   0.000E+00
   4    -5.25    -274.57 0.2533     -485.15 0.009021   0.303E-03   0.746E-02 0.00000    -0.271E-03  -0.374E-01      20.000     0.685E+02   0.138E+03   0.000E+00   0.000E+00
   5    -7.00    -285.57 0.2509     -477.07 0.009070  -0.112E-01   0.487E-02 0.00000    -0.225E-03  -0.432E-01      20.000     0.648E+02   0.192E+03   0.000E+00   0.000E+00
   6    -8.75    -326.34 0.2433     -471.75 0.009103  -0.189E-01   0.252E-02 0.00000    -0.127E-03  -0.294E-01      20.000     0.605E+02   0.231E+03   0.000E+00   0.000E+00
   7   -10.50    -356.10 0.2147     -467.29 0.001380  -0.235E-01   0.108E-02 0.00000    -0.249E-05  -0.679E-03      20.000     0.426E+02   0.273E+03   0.000E+00   0.000E+00
   8   -12.25    -381.47 0.2104     -260.57 0.001959  -0.266E-01   0.577E-03 0.00000     0.597E-05   0.673E-04      20.000     0.112E+02   0.319E+03   0.000E+00   0.000E+00
   9   -14.00    -417.86 0.2057     -217.51 0.002183  -0.281E-01   0.269E-03 0.00000     0.146E-04   0.512E-03      20.000     0.352E+02   0.370E+03   0.000E+00   0.000E+00
  10   -15.75    -467.28 0.1996     -205.40 0.002256  -0.273E-01   0.617E-04 0.00000     0.212E-04   0.204E-02      20.000     0.963E+02   0.427E+03   0.000E+00   0.000E+00
  11   -17.50    -533.91 0.1929     -204.92 0.002259  -0.241E-01  -0.690E-04 0.00000     0.261E-04   0.425E-02      20.000     0.163E+03   0.490E+03   0.000E+00   0.000E+00
  12   -19.25    -621.04 0.1853     -211.44 0.002220  -0.193E-01  -0.142E-03 0.00000     0.291E-04   0.583E-02      20.000     0.200E+03   0.563E+03   0.000E+00   0.000E+00
  13   -21.00    -728.57 0.1783     -222.72 0.002152  -0.125E-01  -0.164E-03 0.00000     0.306E-04   0.690E-02      20.000     0.225E+03   0.646E+03   0.000E+00   0.000E+00
  14   -22.75    -809.25 0.1737     -236.98 0.002067  -0.479E-02  -0.145E-03 0.00000     0.288E-04   0.717E-02      20.000     0.249E+03   0.739E+03   0.000E+00   0.000E+00
  15   -24.50    -822.11 0.1731     -250.95 0.001999   0.160E-02  -0.101E-03 0.00000     0.244E-04   0.638E-02      20.000     0.261E+03   0.781E+03   0.000E+00   0.000E+00
  16   -26.25    -770.21 0.1756     -260.29 0.001960   0.637E-02  -0.538E-04 0.00000     0.198E-04   0.517E-02      20.000     0.262E+03   0.771E+03   0.000E+00   0.000E+00
  17   -28.00    -696.83 0.1803     -263.33 0.001948   0.989E-02  -0.129E-04 0.00000     0.165E-04   0.435E-02      20.000     0.263E+03   0.750E+03   0.000E+00   0.000E+00
  18   -29.75    -623.74 0.1851     -260.76 0.001958   0.125E-01   0.184E-04 0.00000     0.145E-04   0.392E-02      20.000     0.271E+03   0.727E+03   0.000E+00   0.000E+00
  19   -31.50    -561.51 0.1905     -254.35 0.001985   0.147E-01   0.410E-04 0.00000     0.135E-04   0.374E-02      20.000     0.277E+03   0.702E+03   0.000E+00   0.000E+00
  20   -33.25    -508.67 0.1952     -245.68 0.002021   0.165E-01   0.572E-04 0.00000     0.130E-04   0.360E-02      20.000     0.277E+03   0.676E+03   0.000E+00   0.000E+00
  21   -35.00    -464.51 0.1999     -236.19 0.002071   0.181E-01   0.669E-04 0.00000     0.129E-04   0.355E-02      20.000     0.275E+03   0.650E+03   0.000E+00   0.000E+00
  22   -36.75    -427.76 0.2045     -227.33 0.002125   0.194E-01   0.720E-04 0.00000     0.129E-04   0.358E-02      20.000     0.277E+03   0.624E+03   0.000E+00   0.000E+00
  23   -38.50    -396.28 0.2084     -219.11 0.002174   0.204E-01   0.759E-04 0.00000     0.129E-04   0.360E-02      20.000     0.280E+03   0.598E+03   0.000E+00   0.000E+00
  24   -40.25    -369.50 0.2125     -211.41 0.002220   0.212E-01   0.788E-04 0.00000     0.130E-04   0.364E-02      20.000     0.280E+03   0.572E+03   0.000E+00   0.000E+00
  25   -42.00    -346.95 0.2163     -204.12 0.002264   0.219E-01   0.814E-04 0.00000     0.132E-04   0.366E-02      20.000     0.276E+03   0.548E+03   0.000E+00   0.000E+00
  26   -43.75    -327.38 0.2196     -197.15 0.002306   0.224E-01   0.838E-04 0.00000     0.135E-04   0.367E-02      20.000     0.272E+03   0.525E+03   0.000E+00   0.000E+00
  27   -45.50    -309.81 0.2226     -190.52 0.002349   0.227E-01   0.821E-04 0.00000     0.137E-04   0.371E-02      20.000     0.271E+03   0.502E+03   0.000E+00   0.000E+00
  28   -47.25    -294.38 0.2259     -184.78 0.002399   0.229E-01   0.771E-04 0.00000     0.140E-04   0.379E-02      20.000     0.272E+03   0.481E+03   0.000E+00   0.000E+00
  29   -49.00    -281.04 0.2290     -179.73 0.002442   0.230E-01   0.736E-04 0.00000     0.142E-04   0.385E-02      20.000     0.270E+03   0.461E+03   0.000E+00   0.000E+00
  30   -50.75    -269.24 0.2317     -175.14 0.002482   0.229E-01   0.711E-04 0.00000     0.144E-04   0.387E-02      20.000     0.269E+03   0.442E+03   0.000E+00   0.000E+00
  31   -52.50    -258.54 0.2342     -170.88 0.002519   0.228E-01   0.689E-04 0.00000     0.145E-04   0.390E-02      20.000     0.270E+03   0.424E+03   0.000E+00   0.000E+00
  32   -54.25    -248.69 0.2364     -166.87 0.002553   0.226E-01   0.669E-04 0.00000     0.145E-04   0.397E-02      20.000     0.274E+03   0.408E+03   0.000E+00   0.000E+00
  33   -56.00    -239.64 0.2387     -163.07 0.002586   0.222E-01   0.649E-04 0.00000     0.146E-04   0.408E-02      20.000     0.280E+03   0.393E+03   0.000E+00   0.000E+00
  34   -57.75    -231.52 0.2412     -159.46 0.002618   0.218E-01   0.629E-04 0.00000     0.149E-04   0.422E-02      20.000     0.284E+03   0.379E+03   0.000E+00   0.000E+00
  35   -59.50    -224.25 0.2434     -155.99 0.002648   0.213E-01   0.605E-04 0.00000     0.152E-04   0.434E-02      20.000     0.286E+03   0.367E+03   0.000E+00   0.000E+00
  36   -61.25    -217.62 0.2455     -152.69 0.002676   0.208E-01   0.576E-04 0.00000     0.155E-04   0.445E-02      20.000     0.288E+03   0.355E+03   0.000E+00   0.000E+00
  37   -63.00    -211.50 0.2474     -149.57 0.002712   0.202E-01   0.501E-04 0.00000     0.157E-04   0.455E-02      20.000     0.290E+03   0.344E+03   0.000E+00   0.000E+00
  38   -64.75    -205.79 0.2492     -146.84 0.002746   0.196E-01   0.400E-04 0.00000     0.158E-04   0.460E-02      20.000     0.292E+03   0.335E+03   0.000E+00   0.000E+00
  39   -66.50    -200.43 0.2508     -144.36 0.002777   0.190E-01   0.325E-04 0.00000     0.158E-04   0.459E-02      20.000     0.291E+03   0.327E+03   0.000E+00   0.000E+00
  40   -68.25    -195.38 0.2524     -142.06 0.002806   0.184E-01   0.260E-04 0.00000     0.157E-04   0.453E-02      20.000     0.288E+03   0.319E+03   0.000E+00   0.000E+00
  41   -70.00    -190.63 0.2540     -139.90 0.002833   0.176E-01   0.202E-04 0.00000     0.157E-04   0.444E-02      20.000     0.283E+03   0.312E+03   0.000E+00   0.000E+00
  42   -71.75    -186.23 0.2557     -137.85 0.002858   0.167E-01   0.149E-04 0.00000     0.158E-04   0.438E-02      20.000     0.277E+03   0.306E+03   0.000E+00   0.000E+00
  43   -73.50    -182.18 0.2574     -135.90 0.002882   0.159E-01   0.101E-04 0.00000     0.159E-04   0.429E-02      20.000     0.269E+03   0.300E+03   0.000E+00   0.000E+00
  44   -75.25    -178.40 0.2589     -134.03 0.002905   0.150E-01   0.564E-05 0.00000     0.160E-04   0.422E-02      20.000     0.264E+03   0.295E+03   0.000E+00   0.000E+00
  45   -77.00    -174.86 0.2604     -132.23 0.002928   0.141E-01   0.137E-05 0.00000     0.161E-04   0.415E-02      20.000     0.258E+03   0.290E+03   0.000E+00   0.000E+00
  46   -78.75    -171.51 0.2618     -130.49 0.002949   0.133E-01  -0.275E-05 0.00000     0.161E-04   0.407E-02      20.000     0.252E+03   0.286E+03   0.000E+00   0.000E+00
  47   -80.50    -168.34 0.2630     -128.81 0.002970   0.124E-01  -0.677E-05 0.00000     0.162E-04   0.398E-02      20.000     0.246E+03   0.282E+03   0.000E+00   0.000E+00
  48   -82.25    -165.33 0.2643     -127.17 0.002991   0.115E-01  -0.107E-04 0.00000     0.162E-04   0.397E-02      20.000     0.245E+03   0.278E+03   0.000E+00   0.000E+00
  49   -84.00    -162.45 0.2654     -125.59 0.003010   0.107E-01  -0.147E-04 0.00000     0.162E-04   0.402E-02      20.000     0.248E+03   0.274E+03   0.000E+00   0.000E+00
  50   -85.75    -159.70 0.2666     -124.04 0.003030   0.984E-02  -0.188E-04 0.00000     0.162E-04   0.414E-02      20.000     0.255E+03   0.270E+03   0.000E+00   0.000E+00
  51   -87.50    -157.07 0.2676     -122.54 0.003048   0.898E-02  -0.232E-04 0.00000     0.162E-04   0.420E-02      20.000     0.259E+03   0.267E+03   0.000E+00   0.000E+00
  52   -89.25    -154.54 0.2687     -121.09 0.003066   0.811E-02  -0.275E-04 0.00000     0.162E-04   0.425E-02      20.000     0.262E+03   0.263E+03   0.000E+00   0.000E+00
  53   -91.00    -152.11 0.2697     -119.67 0.003088   0.724E-02  -0.374E-04 0.00000     0.162E-04   0.420E-02      20.000     0.259E+03   0.259E+03   0.000E+00   0.000E+00
  54   -92.75    -149.79 0.2709     -118.41 0.003111   0.625E-02  -0.516E-04 0.00000     0.163E-04   0.428E-02      20.000     0.262E+03   0.256E+03   0.000E+00   0.000E+00
